1	112	5751	\N	400
2	1004	2756	\N	338
3	596	701	\N	2300
4	1000	2718	\N	10424
5	111	5734	\N	120
6	174	8346	\N	1
7	726	1640	\N	1200000
8	974	2515	\N	28000
9	1071	8585	\N	5600
10	596	741	\N	4025
11	940	7959	\N	180813.33
12	974	2514	\N	25000
13	974	2513	\N	120000
14	947	7274	\N	420
15	988	2609	\N	150000
16	974	2512	\N	225000
17	440	6493	\N	2800
18	440	6494	\N	250
19	440	6495	\N	2000
20	185	6351	\N	800
21	477	4790	\N	48750
22	977	2536	\N	227000
23	977	2537	\N	80000
24	459	4687	\N	9450
25	234	7751	\N	3500
26	543	153	\N	1150
27	551	5198	\N	605
28	573	414	\N	8640
29	672	1219	\N	690
30	720	1600	\N	575
31	977	2538	\N	50000
32	988	2624	\N	30000
33	988	2629	\N	150000
34	988	2634	\N	150000
35	1185	9706	\N	4375
36	988	2618	\N	28000
37	988	2615	\N	25000
38	988	2617	\N	20000
39	988	2619	\N	20000
40	988	2620	\N	25000
41	988	2621	\N	21000
42	988	2623	\N	30000
43	988	2616	\N	25000
44	989	2637	\N	235000
45	1194	9764	\N	26875
46	989	2645	\N	12500
47	989	2649	\N	98000
48	989	2638	\N	515000
49	989	2648	\N	6500
50	1228	10047	\N	225
51	1247	10186	\N	35000
52	1247	10187	\N	43007
53	1247	10188	\N	875
54	990	2664	\N	180000
55	990	2665	\N	218500
56	1012	2829	\N	4065
57	1012	2832	\N	350000
58	1267	10326	\N	562.5
59	1012	2831	\N	1937550
60	1012	2830	\N	680
61	1017	2896	\N	389500
62	1025	2989	\N	120000
63	968	7822	\N	5750
64	991	2666	\N	325000
65	1025	2988	\N	126500
66	1025	2987	\N	142500
67	543	145	\N	5750
68	1025	2990	\N	8500
69	1045	5331	\N	340000
70	1045	5329	\N	510000
71	1282	10420	\N	1425000
72	1282	10421	\N	1135000
73	477	4787	\N	360098
74	440	6584	\N	3960
75	159	4251	\N	13200
76	159	4250	\N	11000
77	159	4249	\N	6600
78	1046	5334	\N	150000
79	1055	5566	\N	133500
80	1055	5565	\N	76000
81	979	2569	\N	9204299.59
82	1026	3036	\N	6600
83	1027	3038	\N	150000
84	1027	3039	\N	150000
85	1027	3037	\N	300600
86	1063	8401	\N	3950
87	1063	8400	\N	14500
88	1063	8370	\N	1375
89	1063	8365	\N	14000
90	1063	8360	\N	5250
91	1063	8357	\N	3375
92	1063	8349	\N	11500
93	1009	2814	\N	23350
94	1009	2815	\N	15870
95	726	1641	\N	1800
96	814	2084	\N	10426
97	816	2085	\N	830
98	91	7615	\N	12000
99	91	7616	\N	8000
100	799	2059	\N	475668
101	1067	8527	\N	2100
102	1067	8521	\N	1250
103	1067	8522	\N	20250
104	1067	8523	\N	17525
105	1067	8524	\N	11500
106	98	5648	\N	1375
107	98	5649	\N	850
108	98	5650	\N	590
109	98	5652	\N	115
110	98	5655	\N	7200
111	98	5656	\N	200
112	99	5658	\N	50
113	99	5659	\N	150
114	99	5660	\N	650
115	99	5661	\N	415
116	99	5662	\N	150
117	99	5663	\N	45
118	99	5664	\N	150
119	99	5665	\N	200
120	99	5666	\N	300
121	99	5667	\N	75
122	99	5668	\N	50
123	99	5669	\N	50
124	99	5670	\N	1640
125	159	4244	\N	14000
126	159	4243	\N	9900
127	159	4242	\N	11000
128	426	4496	\N	150
129	159	4241	\N	5700
130	159	4240	\N	15000
131	159	4239	\N	7000
132	159	4238	\N	19000
133	159	4237	\N	42500
134	158	4233	\N	11400
135	158	4225	\N	4140
136	158	4224	\N	8855
137	158	4223	\N	13225
138	158	4222	\N	60000
139	158	4221	\N	11500
140	158	4220	\N	17250
141	158	4219	\N	40500
142	158	4218	\N	805
143	99	5671	\N	6500
144	1026	3021	\N	8400
145	1026	3023	\N	1900
146	1026	3024	\N	300
147	1026	3026	\N	3000
148	1026	3028	\N	7900
149	1026	3029	\N	335
150	1026	3030	\N	400
151	1026	3034	\N	15000
152	1026	3019	\N	3600
153	1026	3032	\N	11400
154	1026	3018	\N	18000
155	1026	3013	\N	10800
156	1026	3017	\N	50
157	1026	3016	\N	1320
158	1026	3011	\N	960
159	1026	3012	\N	8400
160	1026	3014	\N	10800
161	1028	3042	\N	5500
162	1028	3040	\N	42500
163	100	5673	\N	1830
164	100	5680	\N	6950
165	100	5681	\N	550
166	106	5688	\N	1680
167	108	5697	\N	350
168	108	5698	\N	250
169	108	5699	\N	100
170	108	5700	\N	80
171	108	5702	\N	2100
172	108	5703	\N	120
173	108	5704	\N	720
174	108	5707	\N	550
175	108	5708	\N	50
176	109	5709	\N	110
177	109	5710	\N	220
178	109	5711	\N	450
179	109	5712	\N	350
180	109	5713	\N	900
181	109	5716	\N	50
182	109	5719	\N	200
183	110	5720	\N	850
184	110	5721	\N	2500
185	110	5722	\N	375
186	1028	3041	\N	42500
187	1063	8317	\N	60
188	1063	8179	\N	7770
189	1063	8307	\N	645
190	1063	8312	\N	8125
191	1063	8313	\N	1125
192	1063	8315	\N	875
193	1063	8409	\N	646
194	1063	8384	\N	1375
195	1063	8319	\N	538
196	1063	8390	\N	875
197	1063	8393	\N	1125
198	1063	8395	\N	1750
199	1063	8396	\N	1125
200	1063	8398	\N	1750
201	1063	8402	\N	5825
202	1063	8403	\N	1042
203	1063	8404	\N	406
204	1063	8383	\N	563
205	1063	8407	\N	406
206	111	5729	\N	550
207	111	5730	\N	60
208	111	5731	\N	45
209	111	5732	\N	100
210	1063	8385	\N	375
211	1063	8410	\N	646
212	111	5733	\N	95
213	111	5737	\N	150
214	1063	8406	\N	406
215	121	5822	\N	20000
216	1063	8345	\N	1250
217	1063	8323	\N	1063
218	1063	8326	\N	3000
219	1063	8328	\N	613
220	1063	8332	\N	93
221	1063	8335	\N	1938
222	1063	8336	\N	1813
223	1063	8339	\N	1438
224	1063	8341	\N	2157
225	1063	8342	\N	3375
226	1063	8392	\N	2600
227	1063	8322	\N	4875
228	1063	8325	\N	2250
229	1063	8343	\N	2250
230	1063	8374	\N	1563
231	1063	8381	\N	333
232	1063	8380	\N	8297
233	1063	8379	\N	1125
234	1063	8378	\N	438
235	117	5796	\N	70
236	117	5797	\N	55
237	117	5798	\N	25
238	117	5799	\N	90
239	117	5801	\N	350
240	117	5803	\N	150
241	117	5804	\N	100
242	117	5805	\N	15
243	117	5806	\N	150
244	117	5807	\N	3500
245	117	5808	\N	150
246	118	5810	\N	650
247	1063	8377	\N	2250
248	1063	8382	\N	563
249	1063	8375	\N	2375
250	1063	8373	\N	1250
251	126	5858	\N	2300
252	126	5859	\N	500
253	126	5860	\N	180
254	126	5861	\N	280
255	126	5862	\N	100
256	126	5863	\N	180
257	126	5865	\N	200
258	126	5869	\N	117
259	126	5870	\N	550
260	126	5872	\N	300
261	126	5873	\N	300
262	126	5874	\N	2500
263	128	5883	\N	420
264	128	5884	\N	350
265	128	5885	\N	45
266	128	5886	\N	80
267	128	5887	\N	2850
268	128	5888	\N	10
269	128	5889	\N	20
270	128	5890	\N	550
271	1063	8355	\N	2000
272	1063	8353	\N	7125
273	1063	8351	\N	375
274	1063	8347	\N	688
275	135	5917	\N	1200
276	135	5918	\N	900
277	1063	8376	\N	2250
278	135	5919	\N	240
279	135	5920	\N	75
280	135	5921	\N	85
281	135	5923	\N	5832
282	135	5924	\N	1556
283	136	5927	\N	9275
284	138	5930	\N	280
285	138	5931	\N	1150
286	138	5932	\N	1900
287	138	5933	\N	70
288	138	5934	\N	500
289	138	5935	\N	450
290	138	5936	\N	80
291	139	5937	\N	2745
292	139	5938	\N	1890
293	139	5940	\N	150
294	139	5941	\N	60
295	139	5942	\N	270
296	127	5879	\N	1800
297	140	5992	\N	14250
298	224	7235	\N	600
299	224	7236	\N	150
300	224	7237	\N	55
301	224	7238	\N	280
302	224	7239	\N	200
303	224	7240	\N	100
304	224	7241	\N	60
305	224	7242	\N	60
306	492	6982	\N	300
307	169	6236	\N	180
308	149	8280	\N	16500
309	492	6984	\N	50
310	492	6985	\N	500
311	492	6986	\N	300
312	492	6987	\N	10
313	149	8290	\N	2400
314	149	8292	\N	10000
315	153	4098	\N	20910
316	153	4099	\N	10275
317	277	6927	\N	15500
318	154	4128	\N	16500
319	153	4100	\N	12285
320	153	4101	\N	7087.5
321	153	4102	\N	8268
322	153	4103	\N	17062
323	153	4104	\N	19372
324	153	4105	\N	30712
325	153	4106	\N	7560
326	153	4107	\N	37800
327	153	4108	\N	30712
328	1040	5317	\N	65000
329	277	6928	\N	13500
330	155	4140	\N	575
331	155	4141	\N	103500
332	155	4142	\N	23000
333	155	4143	\N	690
334	155	4147	\N	575
335	155	4148	\N	345
336	155	4149	\N	805
337	158	4214	\N	18400
338	158	4213	\N	16675
339	158	4212	\N	24150
340	158	4211	\N	17825
341	157	4210	\N	207000
342	157	4209	\N	6900
343	157	4208	\N	26450
344	157	4207	\N	21300
345	157	4206	\N	17000
346	157	4205	\N	11500
347	1291	10572	\N	25000
348	157	4204	\N	25300
349	157	4203	\N	3000
350	157	4202	\N	48300
351	157	4200	\N	92000
352	157	4199	\N	8000
353	144	7744	\N	5000
354	147	7713	\N	800
355	147	7712	\N	650
356	144	7745	\N	1000
357	146	7662	\N	700
358	146	7659	\N	28
359	146	7657	\N	200
360	147	7711	\N	600
361	144	7742	\N	6000
362	144	7743	\N	2500
363	151	8247	\N	10800
364	492	6994	\N	500
365	492	6991	\N	1000
366	492	6993	\N	15000
367	492	6990	\N	2000
368	492	6992	\N	1000
369	157	4198	\N	15500
370	157	4197	\N	20700
371	157	4196	\N	40500
372	157	4195	\N	72500
373	156	4179	\N	17250
374	492	6976	\N	25000
375	158	4227	\N	2300
376	158	4231	\N	300000
377	158	4232	\N	4600
378	158	4236	\N	1900
379	159	4256	\N	2400
380	159	4257	\N	6000
381	160	4263	\N	7200
382	160	4265	\N	6400
383	160	4266	\N	60000
384	160	4272	\N	4000
385	160	4273	\N	4000
386	163	6084	\N	9660
387	163	6083	\N	1500
388	163	6092	\N	550
389	164	6107	\N	3840
390	166	6132	\N	2628
391	492	6974	\N	100
392	492	6975	\N	60
393	492	6977	\N	100
394	492	6978	\N	130
395	492	6979	\N	40
396	492	6981	\N	120
397	492	6983	\N	1650
398	163	6094	\N	4560
399	164	6105	\N	900
400	164	6106	\N	825
401	164	6108	\N	900
402	166	6110	\N	6513
403	166	6111	\N	2098
404	166	6112	\N	30
405	166	6113	\N	602
406	166	6114	\N	525
407	166	6115	\N	445
408	166	6116	\N	806
409	166	6117	\N	218
410	166	6118	\N	34
411	166	6119	\N	280
412	166	6120	\N	540
413	166	6121	\N	320
414	166	6122	\N	191
415	166	6142	\N	10848
416	166	6133	\N	12048
417	166	6131	\N	3648
418	165	6109	\N	19200
419	164	6103	\N	4620
420	1289	10535	\N	345
421	160	4314	\N	3600
422	161	4320	\N	3000
423	158	4216	\N	6900
424	166	6123	\N	160
425	166	6124	\N	45
426	166	6167	\N	3000
427	166	6168	\N	1800
428	166	6169	\N	660
429	167	6174	\N	60
430	167	6175	\N	60
431	167	6182	\N	900
432	167	6187	\N	1020
433	167	6189	\N	300
434	167	6190	\N	300
435	492	6988	\N	15000
436	167	6191	\N	300
437	167	6192	\N	30
438	167	6197	\N	77110
439	167	6198	\N	2640
440	169	6233	\N	840
441	169	6234	\N	540
442	169	6235	\N	420
443	169	6237	\N	5400
444	169	6238	\N	1440
445	169	6239	\N	300
446	169	6241	\N	900
447	169	6242	\N	1200
448	169	6246	\N	365
449	169	6249	\N	1700
450	169	6250	\N	4500
451	169	6258	\N	11280
452	174	8299	\N	50
453	174	8344	\N	80
454	174	8348	\N	2
455	174	8350	\N	6.5
456	174	8352	\N	45
457	174	8354	\N	40
458	180	6324	\N	4800
459	184	6333	\N	55000
460	178	6285	\N	8200
461	178	6290	\N	1500
462	178	6287	\N	3500
463	170	6267	\N	5500
464	170	6268	\N	2500
465	169	6254	\N	4250
466	169	6253	\N	15000
467	169	6255	\N	600
468	184	6334	\N	15000
469	184	6335	\N	28000
