2021-03-08	\N	523	2047/2021	130	1287000	54	t	t	1100000	187000	0	0	2
2021-07-30	\N	539	003/SAL	131	266220	56	t	t	229500	36720	0	0	2
2021-10-06	\N	541	2998	141	127174	5	t	t	127174	0	0	0	1
2021-10-12	\N	541	308	142	139160	2	t	f	139160	0	0	0	1
2021-10-15	\N	541	377	143	154330	59	t	f	154330	0	0	0	1
2021-10-05	\N	543	2892	144	1193841	5	t	t	1193841	0	0	0	1
2021-10-04	\N	543	368	145	1295715	59	t	f	1295715	0	0	0	1
2021-10-06	\N	543	095	146	1396300	2	t	f	1396300	0	0	0	1
2021-10-09	\N	544	Q20211009 NUST	147	2591628	24	t	t	2591628	0	0	0	1
2021-10-08	\N	544	NRDI/08/10/21	148	3035238	60	t	f	3035238	0	0	0	1
2021-10-09	\N	544	PNECNRDI/misc/89	149	2953528	61	t	f	2953528	0	0	0	1
2021-10-12	\N	542	003R	138	1143517	18	t	t	1143517	0	0	0	1
2021-10-09	\N	542	814-1	139	1208000	57	t	f	1208000	0	0	0	1
2021-10-09	\N	542	2052	140	1312000	58	t	f	1312000	0	0	0	1
2021-10-16	\N	545	P032-R	150	1005065	50	t	t	1005065	0	0	0	1
2021-10-18	\N	546	Q20211018 NUST 2	151	1077889	24	t	t	1077889	0	0	0	1
2021-10-18	\N	546	77-I	152	1330025	61	t	f	1330025	0	0	0	1
2021-10-18	\N	546	21-2	153	1160750	60	t	f	1160750	0	0	0	1
2021-10-22	\N	549	QAUE/22	157	364645	5	t	t	364645	0	0	0	1
2021-10-22	\N	549	AMA/10/22/01A	158	372000	2	t	f	372000	0	0	0	1
2021-10-22	\N	549	QAHE/22	159	378950	3	t	f	378950	0	0	0	1
2021-10-04	\N	550	G.M/1273/21	161	49970	20	t	t	49970	0	0	0	1
2021-07-01	\N	540	20210701	166	1311704	35	t	t	1130779	180925	0	0	2
2021-09-08	\N	552	21361259 R2	164	4991580	34	t	t	4266308	725272	0	0	2
2021-11-03	\N	567	317	185	1141800	2	t	f	1141800	0	0	0	1
2021-10-25	\N	567	3485	183	965630	5	t	t	965630	0	0	0	1
2021-10-28	\N	567	387	186	1036950	59	t	f	1036950	0	0	0	1
2021-11-04	\N	555	NRDI/01/2021	170	398000	66	t	t	398000	0	0	0	1
2021-11-03	\N	555	LRB/11/2021	171	413000	22	t	f	413000	0	0	0	1
2021-11-05	\N	555	DF 03000/2021	172	425000	3	t	f	425000	0	0	0	1
2021-11-03	\N	563	Q2011103 NUST	177	390268	24	t	t	390268	0	0	0	1
2021-11-03	\N	563	PNECNRDI/MISC/60A	180	436692	61	t	f	436692	0	0	0	1
2021-11-03	\N	563	NRDI/03/11/21	181	402980	60	t	f	402980	0	0	0	1
2021-10-30	\N	564	DTS-KHI-2122-TTK-VTX-R&D-P042	182	841655	50	t	t	841655	0	0	0	1
2021-11-04	\N	556	PNJ/128/2021	173	398000	66	t	t	398000	0	0	0	1
2021-11-03	\N	556	LRB/11/2021	174	413000	22	t	f	413000	0	0	0	1
2021-11-05	\N	556	DF 03000/2021	175	425000	3	t	f	425000	0	0	0	1
2021-10-21	\N	568	1154	191	526734	12	t	t	450200	76534	0	0	2
2021-10-18	\N	568	LT-559	194	647883	54	t	f	553746	94137	0	0	2
2021-10-20	\N	568	NR-026/21	193	589942	67	t	f	504224	85718	0	0	2
2021-11-01	\N	571	GM/40/21	192	415915	20	t	t	415915	0	0	0	1
2021-11-02	\N	571	AM/SB/2021	195	425000	2	t	f	425000	0	0	0	1
2021-11-03	\N	571	NR/H7/2021	196	436320	5	t	f	436320	0	0	0	1
2021-11-17	\N	579	QNOV/AUE-2	214	326189	5	t	f	326189	0	0	0	1
2021-11-22	\N	574	PNECNRDI/MISC/71	205	875000	61	t	f	875000	0	0	0	1
2021-11-23	\N	574	Q20211123NUST	203	778210	24	t	t	778210	0	0	0	1
2021-11-24	\N	574	NRDI/24/11/21	204	798400	60	t	f	798400	0	0	0	1
2021-11-19	\N	579	2021/FS/11/1510/1720	212	282379	69	t	f	282379	0	0	0	1
2021-11-23	\N	575	3105	206	94590	5	t	t	94590	0	0	0	1
2021-11-09	\N	575	320	207	114750	2	t	f	114750	0	0	0	1
2021-11-18	\N	575	389	208	118894	59	t	f	118894	0	0	0	1
2021-11-19	\N	576	DTS/CAC/2137/A3	209	2498000	50	t	t	2498000	0	0	0	1
2021-11-18	\N	579	2021/NE/CE/11/625/0625	211	277312	68	t	t	277312	0	0	0	1
2021-11-26	\N	580	AV/SINC/2021	215	175500	8	t	t	150000	25500	0	0	2
2021-11-30	\N	581	RWR/AF/NAVY/2.1.2	216	3369600	56	t	t	2880000	489600	0	0	2
2021-11-25	\N	584	3523	217	536776	5	t	t	536776	0	0	0	1
2021-11-30	\N	584	321	218	591160	2	t	f	591160	0	0	0	1
2021-12-03	\N	584	390	219	636900	59	t	f	636900	0	0	0	1
2021-11-18	\N	573	HHA/Q181121	199	333650	22	t	f	333650	0	0	0	1
2021-12-09	\N	587	LD/09/2021	225	428500	5	t	f	428500	0	0	0	1
2021-12-07	\N	587	M7/041/2021	226	431250	2	t	f	431250	0	0	0	1
2021-11-25	\N	586	3525	221	327144	5	t	t	327144	0	0	0	1
2021-11-30	\N	586	323	222	351523	2	t	f	351523	0	0	0	1
2021-12-03	\N	586	396	223	382560	59	t	f	382560	0	0	0	1
2021-12-09	\N	587	ADI/NRDI/02/21	224	390500	66	t	t	390500	0	0	0	1
2021-11-15	\N	573	SD/Quotation/W1	197	324500	20	t	t	324500	0	0	0	1
2021-11-23	\N	573	AMA/SD/05	198	494400	2	t	f	494400	0	0	0	1
2021-12-07	\N	589	M7/041/2021	231	431250	2	t	f	431250	0	0	0	1
2021-12-09	\N	589	LD/09/2021	229	428500	5	t	f	428500	0	0	0	1
2021-12-09	\N	589	ADI/NRDI/02/21	228	390500	66	t	t	390500	0	0	0	1
