3	9	xxxx	2001-01-01	xxxx	xxxx	0	0
4	9	xxxx	2001-01-01	xxxx	xxxx	0	0
5	9	xxxx	2001-01-01	xxxx	xxxx	0	0
6	9	xxxx	2001-01-01	xxxx	xxxx	0	0
7	9	xxxx	2001-01-01	xxxx	xxxx	0	0
8	9	xxxx	2001-01-01	xxxx	xxxx	0	0
9	9	xxxx	2001-01-01	xxxx	xxxx	0	0
10	9	xxxx	2001-01-01	xxxx	xxxx	0	0
11	9	xxxx	2001-01-01	xxxx	xxxx	0	0
12	9	xxxx	2001-01-01	xxxx	xxxx	0	0
13	9	xxxx	2001-01-01	xxxx	xxxx	0	0
14	9	xxxx	2001-01-01	xxxx	xxxx	0	0
15	9	xxxx	2001-01-01	xxxx	xxxx	0	0
16	9	xxxx	2001-01-01	xxxx	xxxx	0	0
17	9	xxxx	2001-01-01	xxxx	xxxx	0	0
18	9	xxxx	2001-01-01	xxxx	xxxx	0	0
19	9	xxxx	2001-01-01	xxxx	xxxx	0	0
20	9	xxxx	2001-01-01	xxxx	xxxx	0	0
21	9	xxxx	2001-01-01	xxxx	xxxx	0	0
22	9	xxxx	2001-01-01	xxxx	xxxx	0	0
23	9	xxxx	2001-01-01	xxxx	xxxx	0	0
24	9	xxxx	2001-01-01	xxxx	xxxx	0	0
25	9	xxxx	2001-01-01	xxxx	xxxx	0	0
26	9	xxxx	2001-01-01	xxxx	xxxx	0	0
27	9	xxxx	2001-01-01	xxxx	xxxx	0	0
28	9	xxxx	2001-01-01	xxxx	xxxx	0	0
29	9	xxxx	2001-01-01	xxxx	xxxx	0	0
30	9	xxxx	2001-01-01	xxxx	xxxx	0	0
31	9	xxxx	2001-01-01	xxxx	xxxx	0	0
32	9	xxxx	2001-01-01	xxxx	xxxx	0	0
33	9	xxxx	2001-01-01	xxxx	xxxx	0	0
34	9	xxxx	2001-01-01	xxxx	xxxx	0	0
35	9	xxxx	2001-01-01	xxxx	xxxx	0	0
36	9	xxxx	2001-01-01	xxxx	xxxx	0	0
37	9	xxxx	2001-01-01	xxxx	xxxx	0	0
38	9	xxxx	2001-01-01	xxxx	xxxx	0	0
39	9	xxxx	2001-01-01	xxxx	xxxx	0	0
40	9	xxxx	2001-01-01	xxxx	xxxx	0	0
41	9	xxxx	2001-01-01	xxxx	xxxx	0	0
42	9	xxxx	2001-01-01	xxxx	xxxx	0	0
43	9	xxxx	2001-01-01	xxxx	xxxx	0	0
44	9	xxxx	2001-01-01	xxxx	xxxx	0	0
45	9	xxxx	2001-01-01	xxxx	xxxx	0	0
46	9	xxxx	2001-01-01	xxxx	xxxx	0	0
47	9	xxxx	2001-01-01	xxxx	xxxx	0	0
48	9	xxxx	2001-01-01	xxxx	xxxx	0	0
49	9	xxxx	2001-01-01	xxxx	xxxx	0	0
50	9	xxxx	2001-01-01	xxxx	xxxx	0	0
51	9	xxxx	2001-01-01	xxxx	xxxx	0	0
52	9	xxxx	2001-01-01	xxxx	xxxx	0	0
53	9	xxxx	2001-01-01	xxxx	xxxx	0	0
54	9	xxxx	2001-01-01	xxxx	xxxx	0	0
55	9	xxxx	2001-01-01	xxxx	xxxx	0	0
56	9	xxxx	2001-01-01	xxxx	xxxx	0	0
57	9	xxxx	2001-01-01	xxxx	xxxx	0	0
\.


