907	385	Ps	2020-10-20	-28833897	Cancelled	350004	350000	350004	350000	\N
196	113	Sa	2019-09-30	-119375	Paid	350002	350000	350002	350000	\N
46	23	TO	2019-04-25	-5187000	Paid	350007	350000	160001	160000	\N
1464	432	Ps	2021-03-15	-400000	Paid	350004	350000	350004	350000	\N
1478	422	Ps	2021-04-15	-544834	Paid	350003	350000	350003	350000	\N
1479	421	Ps	2021-04-15	-1346670	Paid	350003	350000	350003	350000	\N
49	11	Sa	2019-05-31	-28313	Paid	160001	160000	350002	350000	\N
1523	1067	Sa	2021-06-01	-50000	Paid	200001	200000	200001	200000	\N
1519	1059	Sa	2021-06-01	-63000	Paid	300001	300000	300001	300000	\N
1525	1061	Sa	2021-06-01	-25000	Paid	300001	300000	300001	300000	\N
1524	1062	Sa	2021-06-01	-68000	Paid	300001	300000	300001	300000	\N
1517	1063	Sa	2021-06-01	-75000	Paid	300001	300000	300001	300000	\N
1510	1071	Sa	2021-06-01	-38000	Paid	450001	450000	450001	450000	\N
1528	1072	Sa	2021-06-01	-55000	Paid	450001	450000	450001	450000	\N
1529	1073	Sa	2021-06-01	-55000	Paid	450001	450000	450001	450000	\N
1526	1074	Sa	2021-06-01	-30000	Paid	450001	450000	450001	450000	\N
1531	1081	Sa	2021-06-01	-75000	Paid	350004	350000	350004	350000	\N
1484	1082	Sa	2021-06-01	-50000	Paid	350004	350000	350004	350000	\N
1483	1083	Sa	2021-06-01	-90000	Paid	350003	350000	350003	350000	\N
1487	1084	Sa	2021-06-01	-55000	Paid	350005	350000	350005	350000	\N
1482	1086	Sa	2021-06-01	-100000	Paid	350003	350000	350003	350000	\N
1486	1087	Sa	2021-06-01	-85000	Paid	350003	350000	350003	350000	\N
1489	1089	Sa	2021-06-01	-185000	Paid	350003	350000	350003	350000	\N
1509	1090	Sa	2021-06-01	-125000	Paid	350004	350000	350004	350000	\N
1490	1091	Sa	2021-06-01	-100000	Paid	350003	350000	350003	350000	\N
1511	1092	Sa	2021-06-01	-90000	Paid	350004	350000	350004	350000	\N
1512	1093	Sa	2021-06-01	-60000	Paid	350004	350000	350004	350000	\N
1520	1094	Sa	2021-06-01	-85000	Paid	350005	350000	350005	350000	\N
1514	1095	Sa	2021-06-01	-55000	Paid	350005	350000	350005	350000	\N
1515	1096	Sa	2021-06-01	-65000	Paid	350004	350000	350004	350000	\N
1492	1098	Sa	2021-06-01	-30000	Paid	350003	350000	350003	350000	\N
1508	1099	Sa	2021-06-01	-80000	Paid	350004	350000	350004	350000	\N
1522	1100	Sa	2021-06-01	-50000	Paid	350005	350000	350005	350000	\N
1502	1101	Sa	2021-06-01	-7500	Paid	350005	350000	350005	350000	\N
1500	1102	Sa	2021-06-01	-7500	Paid	350005	350000	350005	350000	\N
1491	1103	Sa	2021-06-01	-75000	Paid	350003	350000	350003	350000	\N
1499	1104	Sa	2021-06-01	-50000	Paid	350005	350000	350005	350000	\N
1493	1105	Sa	2021-06-01	-90000	Paid	350003	350000	350003	350000	\N
1506	1106	Sa	2021-06-01	-50000	Paid	350004	350000	350004	350000	\N
1516	1107	Sa	2021-06-01	-50000	Paid	350005	350000	350005	350000	\N
1501	1108	Sa	2021-06-01	-60000	Paid	350004	350000	350004	350000	\N
1505	1109	Sa	2021-06-01	-20968	Paid	350004	350000	350004	350000	\N
1504	1110	Sa	2021-06-01	-8871	Paid	350010	350000	350010	350000	\N
1518	1111	Sa	2021-06-01	-7016	Paid	350005	350000	350005	350000	\N
1507	1112	Sa	2021-06-01	-56129	Paid	350003	350000	350003	350000	\N
1513	1113	Sa	2021-06-01	-65484	Paid	350005	350000	350005	350000	\N
1503	1114	Sa	2021-06-01	-25000	Paid	350010	350000	350010	350000	\N
1496	1115	Sa	2021-06-01	-35000	Paid	350010	350000	350010	350000	\N
1488	1117	Sa	2021-06-01	-50000	Paid	350003	350000	350003	350000	\N
1495	1118	Sa	2021-06-01	-45000	Paid	350010	350000	350010	350000	\N
1498	1120	Sa	2021-06-01	-4516	Paid	350010	350000	350010	350000	\N
1497	1121	Sa	2021-06-01	-75000	Paid	350010	350000	350010	350000	\N
1494	1122	Sa	2021-06-01	-80000	Paid	350010	350000	350010	350000	\N
50	2	Sa	2019-05-31	-40000	Paid	160001	160000	200002	200000	\N
51	9	Sa	2019-05-31	-23000	Paid	160001	160000	350002	350000	\N
52	8	Sa	2019-05-31	-40625	Paid	160001	160000	350002	350000	\N
53	12	Sa	2019-05-31	-114375	Paid	160001	160000	350002	350000	\N
54	4	Sa	2019-05-31	-40625	Paid	160001	160000	350002	350000	\N
55	6	Sa	2019-05-31	-60000	Paid	160001	160000	350002	350000	\N
56	7	Sa	2019-05-31	-12500	Paid	160001	160000	350002	350000	\N
57	14	Sa	2019-05-31	-40625	Paid	160001	160000	350002	350000	\N
1463	429	Ps	2021-03-15	-25316460	Cancelled	350004	350000	350004	350000	\N
58	10	Sa	2019-05-31	-45000	Paid	160001	160000	350002	350000	\N
1472	423	Ps	2021-03-15	-2398500	Paid	350005	350000	350005	350000	\N
59	3	Sa	2019-05-31	-40625	Paid	160001	160000	350002	350000	\N
61	5	Sa	2019-05-31	-7500	Paid	160001	160000	350002	350000	\N
62	1	Sa	2019-05-31	-35000	Paid	160001	160000	200002	200000	\N
63	13	Sa	2019-05-31	-53125	Paid	160001	160000	350002	350000	\N
65	16	Sa	2019-06-03	-13500	Paid	160001	160000	350002	350000	\N
66	18	Sa	2019-06-03	-37830	Paid	160001	160000	350002	350000	\N
1	10	FO	2018-10-02	-4411941	Awaited	200002	200000	990011	990000	\N
67	17	Sa	2019-06-03	-18188	Paid	160001	160000	350002	350000	\N
68	179	Ps	2019-06-13	-49840	Paid	160001	160000	350002	350000	\N
69	182	Ps	2019-06-13	-49500	Paid	160001	160000	350002	350000	\N
28	339	Ps	2019-02-28	-438063	Paid	350002	350000	350002	350000	\N
29	318	Ps	2019-02-28	-638618	Paid	350002	350000	350002	350000	\N
43	110	Ps	2019-02-28	-25894	Paid	350002	350000	350002	350000	\N
42	109	Ps	2019-02-28	-26335	Paid	350002	350000	350002	350000	\N
41	108	Ps	2019-02-28	-26305	Paid	350002	350000	350002	350000	\N
40	107	Ps	2019-02-28	-25862	Paid	350002	350000	350002	350000	\N
39	99	Ps	2019-02-28	-26126	Paid	350002	350000	350002	350000	\N
38	398	Ps	2019-02-28	-2145099	Paid	350002	350000	350002	350000	\N
37	397	Ps	2019-02-28	-1624046	Paid	350002	350000	350002	350000	\N
34	396	Ps	2019-02-28	-353613	Paid	350002	350000	350002	350000	\N
33	395	Ps	2019-02-28	-178550	Paid	350002	350000	350002	350000	\N
32	394	Ps	2019-02-28	-98168	Paid	350002	350000	350002	350000	\N
31	393	Ps	2019-02-28	-169204	Paid	350002	350000	350002	350000	\N
70	178	Ps	2019-06-13	-49900	Paid	160001	160000	350002	350000	\N
71	180	Ps	2019-06-13	-49600	Paid	160001	160000	350002	350000	\N
72	181	Ps	2019-06-13	-48500	Paid	160001	160000	350002	350000	\N
73	22	Sa	2019-06-17	-151320	Paid	160001	160000	350002	350000	\N
1481	453	Ps	2019-02-28	-4075550	Paid	160001	160000	300002	300000	\N
74	21	Sa	2019-06-17	-72752	Paid	160001	160000	350002	350000	\N
75	20	Sa	2019-06-17	-45900	Paid	160001	160000	350002	350000	\N
45	22	TO	2019-11-30	-7058824	Paid	200002	200000	160001	160000	\N
76	19	Sa	2019-06-17	-48752	Paid	160001	160000	350002	350000	\N
77	24	Sa	2019-06-18	-15000	Paid	160001	160000	250001	250000	\N
78	27	Sa	2019-06-18	-60000	Paid	160001	160000	250001	250000	\N
79	29	Sa	2019-06-18	-58750	Paid	160001	160000	250001	250000	\N
80	30	Sa	2019-06-18	-35000	Paid	160001	160000	250001	250000	\N
81	31	Sa	2019-06-18	-50000	Paid	160001	160000	250001	250000	\N
82	25	Sa	2019-06-18	-34470	Paid	160001	160000	250001	250000	\N
83	28	Sa	2019-06-18	-100000	Paid	160001	160000	250001	250000	\N
84	26	Sa	2019-06-18	-50000	Paid	160001	160000	250001	250000	\N
85	23	Sa	2019-06-18	-40000	Paid	160001	160000	250001	250000	\N
86	308	Ps	2019-06-24	-285000	Paid	160001	160000	350002	350000	\N
87	184	Ps	2019-06-24	-113000	Paid	160001	160000	350002	350000	\N
88	183	Ps	2019-06-24	-149980	Paid	160001	160000	350002	350000	\N
89	35	Sa	2019-06-28	-35000	Paid	160001	160000	200002	200000	\N
90	45	Sa	2019-06-28	-15000	Paid	160001	160000	250001	250000	\N
91	47	Sa	2019-06-28	-50000	Paid	160001	160000	250001	250000	\N
92	49	Sa	2019-06-28	-50000	Paid	160001	160000	250001	250000	\N
93	44	Sa	2019-06-28	-60000	Paid	160001	160000	250001	250000	\N
94	42	Sa	2019-06-28	-58750	Paid	160001	160000	250001	250000	\N
95	41	Sa	2019-06-28	-40000	Paid	160001	160000	200002	200000	\N
96	50	Sa	2019-06-28	-35000	Paid	160001	160000	250001	250000	\N
97	43	Sa	2019-06-28	-100000	Paid	160001	160000	250001	250000	\N
98	51	Sa	2019-06-28	-40625	Paid	160001	160000	350002	350000	\N
99	54	Sa	2019-06-28	-37830	Paid	160001	160000	350002	350000	\N
100	39	Sa	2019-06-28	-35000	Paid	160001	160000	200002	200000	\N
101	38	Sa	2019-06-28	-40000	Paid	160001	160000	200002	200000	\N
102	37	Sa	2019-06-28	-35000	Paid	160001	160000	200002	200000	\N
103	53	Sa	2019-06-28	-40625	Paid	160001	160000	350002	350000	\N
104	36	Sa	2019-06-28	-35000	Paid	160001	160000	200002	200000	\N
105	61	Sa	2019-06-28	-18188	Paid	160001	160000	350002	350000	\N
106	46	Sa	2019-06-28	-34470	Paid	160001	160000	250001	250000	\N
107	33	Sa	2019-06-28	-35000	Paid	160001	160000	200002	200000	\N
108	48	Sa	2019-06-28	-40000	Paid	160001	160000	250001	250000	\N
109	40	Sa	2019-06-28	-40000	Paid	160001	160000	200002	200000	\N
110	52	Sa	2019-06-28	-23000	Paid	160001	160000	350002	350000	\N
111	64	Sa	2019-06-28	-114375	Paid	160001	160000	350002	350000	\N
112	34	Sa	2019-06-28	-40000	Paid	160001	160000	200002	200000	\N
113	62	Sa	2019-06-28	-13500	Paid	160001	160000	350002	350000	\N
114	32	Sa	2019-06-28	-40000	Paid	160001	160000	200002	200000	\N
115	60	Sa	2019-06-28	-45000	Paid	160001	160000	350002	350000	\N
116	59	Sa	2019-06-28	-40625	Paid	160001	160000	350002	350000	\N
117	58	Sa	2019-06-28	-40625	Paid	160001	160000	350002	350000	\N
118	57	Sa	2019-06-28	-53125	Paid	160001	160000	350002	350000	\N
119	56	Sa	2019-06-28	-7500	Paid	160001	160000	350002	350000	\N
120	55	Sa	2019-06-28	-60000	Paid	160001	160000	350002	350000	\N
121	63	Sa	2019-06-28	-28313	Paid	160001	160000	350002	350000	\N
122	246	Ps	2019-06-30	-10691	Paid	160001	160000	\N	160000	\N
123	185	Ps	2019-07-01	-22390	Paid	160001	160000	350002	350000	\N
124	186	Ps	2019-07-02	-41200	Paid	160001	160000	350002	350000	\N
125	187	Ps	2019-07-08	-23655	Paid	160001	160000	350002	350000	\N
126	72	Sa	2019-07-26	-58750	Paid	160001	160000	250001	250000	\N
127	66	Sa	2019-07-26	-35000	Paid	160001	160000	200002	200000	\N
128	247	Ps	2019-07-26	-9871	Paid	160001	160000	\N	160000	\N
129	75	Sa	2019-07-26	-50000	Paid	160001	160000	250001	250000	\N
130	86	Sa	2019-07-26	-53125	Paid	160001	160000	350002	350000	\N
131	84	Sa	2019-07-26	-40625	Paid	160001	160000	350002	350000	\N
132	73	Sa	2019-07-26	-60000	Paid	160001	160000	250001	250000	\N
133	76	Sa	2019-07-26	-7500	Paid	160001	160000	350002	350000	\N
134	71	Sa	2019-07-26	-15000	Paid	160001	160000	250001	250000	\N
135	70	Sa	2019-07-26	-50000	Paid	160001	160000	250001	250000	\N
136	85	Sa	2019-07-26	-40625	Paid	160001	160000	350002	350000	\N
137	74	Sa	2019-07-26	-100000	Paid	160001	160000	250001	250000	\N
138	79	Sa	2019-07-26	-60000	Paid	160001	160000	350002	350000	\N
139	83	Sa	2019-07-26	-45000	Paid	160001	160000	350002	350000	\N
140	68	Sa	2019-07-26	-10000	Paid	160001	160000	250001	250000	\N
141	82	Sa	2019-07-26	-18188	Paid	160001	160000	350002	350000	\N
142	78	Sa	2019-07-26	-28313	Paid	160001	160000	350002	350000	\N
143	80	Sa	2019-07-26	-23000	Paid	160001	160000	350002	350000	\N
144	65	Sa	2019-07-26	-40000	Paid	160001	160000	200002	200000	\N
145	88	Sa	2019-07-26	-114375	Paid	160001	160000	350002	350000	\N
146	67	Sa	2019-07-26	-35000	Paid	160001	160000	250001	250000	\N
147	89	Sa	2019-07-26	-37830	Paid	160001	160000	350002	350000	\N
148	69	Sa	2019-07-26	-34470	Paid	160001	160000	250001	250000	\N
149	77	Sa	2019-07-26	-40625	Paid	160001	160000	350002	350000	\N
150	81	Sa	2019-07-26	-13500	Paid	160001	160000	350002	350000	\N
151	87	Sa	2019-07-26	-40625	Paid	160001	160000	350002	350000	\N
152	248	Ps	2019-08-31	-2415	Paid	160001	160000	\N	160000	\N
159	98	Sa	2019-09-19	-18188	Paid	160001	160000	350002	350000	\N
160	90	Sa	2019-09-19	-35000	Paid	160001	160000	200002	200000	\N
