11	\N	\N	characterization of system and testing of assemblies before and after repair action	PROs for milestones 2 and 3 have also been issued amounting to a total of Rs 30 M. The amount has not yet been received by M/s MTSS, and is therefore not reflected in the funds status. Consequently, sufficient balance is available to make this payment. Moreover, RWR is partner for power solutions for ELINT project. Therefore only one quotation is submitted here.	\N	\N	34	540,539	0	0	0	\N
20	\N	\N	\N	\N	\N	\N	10	549	0	0	0	\N
22	\N	\N	use in the project related activities	\N	\N	\N	22	550	0	0	0	\N
37	\N	\N	carrying out repairs on the system under overhaul	\N	\N	\N	39	552,540,523	23750000	2000000	500000	\N
15	\N	\N	project VFD. VFD customized electronics have been received. Space is required for undertaking integration activities with control/monitoring modules, mechanical assembly, subsequent testing and safe storage. The place should ensure minimal exposure to surrounding, thus having negligible effect of dust and integration with humidity on it's electronics resulting in enhanced reliability. For this purpose, reconstruction work is proposed at Sensors division facility. Moreover, control box,power supply and miscellaneous wiring of hydraulic pump and battery fans are needed for VFD drain pump application	\N	\N	\N	20	541,542	9875214	1300000	500000	\N
21	\N	\N	project Raven 2. A simulation PC is required for 3D CAD modelling and simulation of Gyro Stabilized Platform (GSP) and also for formulation of Control algorithms while Inertial Measurement Unit (IMU) will provide angular feedback of the platform. Tools are required for CNC Milling Machine from M/s Dynamic Tooling Services (Sole Distributor for Hartford CNC) to fabricate structural parts of the GSP in lines with finalized design. Raw material for manufacturing of GSP is also included along with a damping system for achieving stabilization of the platform. PLC expansion module is needed with additional analog input/outputs for interfacing the sensors/actuators	\N	\N	\N	7	545,544,543	35329327	6750000	2250000	\N
38	\N	\N	\N	\N	\N	\N	12	553	0	0	0	\N
262	\N	\N	clearing the pending payments of hardware procured for NIU project of PNSM HURMAT. Approval for making this payment from new project has already been given and relevant case file is attached with this case file	\N	\N	\N	4	687	6000000	2000000	0	\N
39	\N	\N	use in manufacturing of frame and body structure of miniature for lab testing	\N	\N	\N	27	555	0	0	0	\N
40	\N	\N	use in manufacturing of a scaled down miniature for lab testing and experimentation purposes. The same is essentially required to be developed to validate the design calculations of the main structure of the deliverable ROV	\N	\N	\N	27	556	0	0	0	\N
41	\N	\N	\N	\N	\N	\N	15	563	0	0	0	\N
42	\N	\N	\N	\N	\N	\N	40	568	0	0	0	\N
43	\N	\N	\N	\N	\N	\N	15	567	0	0	0	\N
44	\N	\N	Project UCAV. Engine spares are required for the ROTAX engine to undertake testing at different power and load levels. Items are also required for fuel circuit including air trap, copper tubes and sloshing foam etc. for adding reliability and redundancy in the fuel circuit (between engine and fuel tank). Antenna and RF cables are required for bench testing while solenoid valves and PLC power supply will be installed in the air compressor control system. Moreover, tools are required for CNC Milling Machine being purchased from M/s Dynamic Tooling Services (sole distributor of Hartford CNC) to fabricate structural parts of UAV in lines with finalized design. Local tools are also required for lathe machine, drill press and bench grinder to undertake various in-house manufacturing activities	\N	\N	\N	15	567,564,563	0	0	0	\N
19	\N	\N	project HSTD. High Pressure Air Vessel is required to store the compressed air, which will subsequently be used to actuate the main pneumatic actuator of the launcher. Moreover, High pressure air compressor, consumables/spares are required for charging of high pressure accumulator tanks for AV launch for Marlin 2	\N	\N	\N	43	546,547	0	0	0	\N
263	\N	\N	Project Eagle Hunt. The 3D RADAR integration with the spoofing system activity is in progress. In order to undertake controlling of RADAR Communications, team is fabricating in-house RADAR Control Station. Sheet metal casing is required to provide a rugged casing for electronics and environmental protection in harsh outdoor environments. Power Cable is needed to give main power to RADAR casing whereas, power connectors are required to supply power and control to tracker. In addition, tellies are required to understand the functionality of certain ports, buttons and connectors. Samsung LED, HDMI Cable and switcher are needed for display purpose. Furthermore, Intel NUC PC to be utilized as Client PC in RADAR Control Station. Moreover, push buttons, external USB mount, ethernet socket, circuit breaker, power plug and fan to be mounted on front and back plates of RADAR Control Station	\N	\N	\N	230	688	7705600	986300	208100	\N
218	\N	\N	\N	\N	\N	\N	27	560	0	0	0	\N
219	\N	\N	\N	\N	\N	\N	17	559	0	0	0	\N
221	\N	\N	\N	\N	\N	\N	40	571	0	0	0	\N
222	\N	\N	carrying out repairs on the system under overhaul	\N	\N	\N	39	571,568,552,523	0	0	0	\N
223	\N	\N	project UCAV. The CNC Milling machine ordered through M/s DTS (sole distributor for Hartford CNC) is ready at OEM facility and will be shipped soon. A compressor, being the main source of air in any CNC, is required in order to provide the necessary pneumatic pressure during machine operation. Moreover, test bench design for the ROTAX engine is also finalized. For the test bench, a gas collator is required to filter out moisture and sediments from the fuel mixture thereby preventing engine damage whereas the Cortland chain (aramid fibre chain) will be used for undertaking different testing, where controlled deceleration is required and to absorb shock load during the deceleration phase. A battery and few miscellaneous components are also required for setting up the engine test bench	\N	\N	\N	42	576,575,574	0	0	0	\N
225	\N	\N	project UCAV. The CNC Milling machine ordered through M/s DTS (sole distributor for Hartford CNC) is ready at OEM facility and will be shipped soon. A compressor, being the main source of air in any CNC, is required in order to provide the necessary pneumatic pressure during machine operation. Moreover, test bench design for the ROTAX engine is also finalized. For the test bench, a gas collator is required to filter out moisture and sediments from the fuel mixture thereby preventing engine damage whereas the Cortland chain (aramid fibre chain) will be used for undertaking different testing, where controlled deceleration is required and to absorb shock load during the deceleration phase. A battery and few miscellaneous components are also required for setting up the engine test bench. The titanium alloy sheets are required for finalizing in-house manufacturing and testing methods	\N	\N	\N	42	579,576,575,574	0	0	0	\N
235	\N	\N	project HSTD. High pressure air vessel is required to store compressed air, which in turn be used to actuate the pneumatic actuator of the launcher. Moreover, misc. spares and consumables are required to undertake upcoming launcher trials at 47 SQDN facility GHARO	\N	\N	\N	46	593,592	0	0	0	\N
224	\N	\N	Transportation of Super-heterodyne structure from N/Gali to R&D Engineering Company facility and NRDI SINC lab and back. The cover will also be used for sending the antenna arrays of  Super-heterodyne system to RIMMS, Islamabad, if required	\N	\N	\N	40	580	12000000	0	0	\N
259	\N	\N	For visit of team to ELINT at RDS N/Gali	\N	\N	100000	58	681	0	0	0	2022-01-18
227	\N	\N	project MC based DEW. Magnetron combination experiment has been achieved successfully in lab. Field testing and weapon demonstration is to be carried out for power combination of 02 x commercial magnetrons at NATHIAGALI. External stable power supply will be required to power up the test equipment. Moreover, development of 100W power amplifier is being undertaken for in-house capacity development in RF active devices. Existing RF power meters are due for annual calibration from OEM to function precisely. And one desktop machine is required for operating RDWIS software to generate project minutes and update HR activities (including daily attendence, salaries,data of all hired personnel, new hiring and resignations etc.)	\N	\N	\N	33	584	0	0	0	\N
229	\N	\N	\N	\N	\N	\N	11	573	0	0	0	\N
228	\N	\N	project RUL. Design of data loggers PCB for measuring temperature, humidity and magnetic data has been consolidated. Following instrumentation items are required for circuit development and PLA raw material for in-house fabrication of casings using 3D printer. These loggers will be installed onboard PN ships at surveyed locations by INTELL team to estimate environmental conditions. A notice board is also required for displaying project achievements along with paint recoat for labs upgradation. Moreover, stationery and miscellaneous items are included for routine office use	\N	\N	\N	11	586	700000	2880000	0	\N
226	\N	\N	replacement of existing antenna as their VSWR is below the prescribed threshold	\N	\N	\N	43	581	12000000	0	0	\N
230	\N	\N	use in manufacturing of a scale down miniature for lab testing and experimentation purposes. The same is essentially required to be developed to validate the design calculations of the main structure of the deliverable ROV	\N	\N	\N	30	587	0	0	0	\N
233	\N	\N	testing of different options for data conversion from analogue to digital video signal	\N	\N	10000000	5	590	2000000	400000	100000	\N
231	\N	\N	use in manufacturing and design analysis of scale down miniature for lab testing and experimentation purposes. The same is essentially required to be developed to validate the design calculations of the main structure of the deliverable ROV. Furthermore, a list of computer status held at NWS Division is placed at Encl 27-A (F/E)	\N	\N	\N	30	589	0	0	0	\N
234	\N	\N	project HSTD. High pressure air vessel is required to store the compressed air, which will subsequently be used to actuate the pneumatic actuator of the launcher. Moreover, air compressor & associated spares are required for charging of high pressure accumulator tanks for AV launch for Marlin 2. Consumables are also included for undertaking upcoming launcher trials at GHARO	\N	\N	\N	46	591,547,546	0	0	0	\N
232	\N	It is pertinent to mention that funds are available in equipment head while HR head is negative as it includes loan paid to CHRF and other divisions. Summarized project financial status highlights actual HR expenditure as well as commitment of Rs. 33.6M allocated for upcoming project activities. Below mentioned current requirement will be processed from amount committed under 'System testing & trials' sub-head as highlighted in Encl-226B.	project GPS. Field tents and gazebo covers are required to undertake field trials of developed Reactive Jamming and GPS Spoofing systems. Moreover, container for housing Reactive Jamming equipment has also been received. In order to undertake its in-house modification, server rack sheets, cables and mast for tracker are required. Posters & standees will be utilized for demonstration of projects due CNS visit. Miscellaneous items such as spray paint is required for upkeep of labs & equipment	\N	\N	\N	228	588	0	0	0	\N
236	\N	\N	VFD. Designs of hydraulic, fresh water, sea water and air conditioner 1 & 2 VFDs have been finalized. Below mentioned electronics / instrumentation, wiring and power supplies are required for their development, integration and customized casings. Machine Tools and meters are required for fabrication, testing and installations. Moreover, set of tools is also required to be handed over to PND team for subsequent testing and use. A PC is required to undertake project documentation and inventory management of spares. In addition, rental charges of stall utilized for demonstration of projects at PN industrial seminar have also been included as miscellaneous expenditure	\N	\N	\N	22	597,596	3950086	520000	200000	\N
237	\N	\N	project Eagle Hunt (EH). Field tents and gazebo covers are required to undertake field trials of developed Reactive Jamming and GPS Spoofing systems. Moreover, container for housing Reactive Jamming equipment has been received. In order to undertake its in-house modification, server racks, cables and mast for hoisting tracker are required. Posters & standees will be utilized for demonstration of projects due CNS visit. Miscellaneous items such as spray paint is required for upkeep of labs & equipment. In addition, spare fibre optic cable is required for Radar integration and subsequent testing	\N	\N	\N	228	598,588	7705600	986300	208100	\N
239	\N	\N	\N	\N	\N	\N	48	599	12000000	0	0	\N
242	\N	\N	repair of PCBs, servo and cables for overhaul of ELINT system	\N	\N	\N	53	640	12000000	0	0	\N
240	\N	\N	VFD. Designs of hydraulic , fresh water , sea water and air conditioner 1 & 2 VFDs have been finalized. Below mentioned electronics / instrumentation, wiring and power supplies are required for their development , integration and customized casings. Machine Tools and meters are required for fabrication , testing and installations. Moreover,set of tools is also required to be handed over to PND team for subsequent testing and use. A PC is required to undertake project documentation and inventory management of spares. In addition, rental charges of stall utilized for demonstration of projects at PN Industrial Seminar have also been included as miscellaneous expenditure	\N	\N	\N	22	637,596	3950086	520000	200000	\N
241	\N	\N	VFD. Designs of hydraulic, fresh water, sea water and air conditioner 1 & 2 VFDs have been finalized. Below mentioned electronics/ instrumentation, wiring and power supplies are required for their development, integration and customized casings. Machine Tools and meters are required for fabrication , testing and installations. Moreover, set of tools is also required to be handed over to PND team for subsequent testing and use. A PC is required to undertake project documentation and inventory management of spares. In addition, rental charges of stall utilized for demonstration of projects at PN industrial seminar have also been included as miscellaneous expenditure	\N	\N	\N	22	639,637	3950086	520000	200000	\N
251	\N	\N	project MC based DEW. Vector Network Analyzer 18GHz is required to undertake in-house development and testing of RF active and passive devices upto 18GHz. Power Amplifier is required in control loop for injection locking of commercial magnetron 2.4GHz. Bicolog antenna is required to enhance emc/emi capability of the existing handheld spectrum analyzer. In addition, PC is required for running RDWIS software to raise purchase cases. Moreover, Printer is required to undertake documentation of project work	\N	\N	\N	37	655,652	0	0	0	\N
260	\N	\N	use in scale down miniature for lab testing and experimentation purposes	\N	\N	\N	33	684	0	0	0	\N
243	\N	\N	Repair and upgradation of network part of the system	\N	\N	\N	56	642	12000000	0	0	\N
244	\N	\N	\N	\N	\N	\N	35	647	0	0	0	2022-12-15
245	\N	\N	For movement of teams of ELINT project to project site, collaborators site and market	\N	\N	100000	47	648	0	0	0	2021-12-22
238	\N	\N	project UCAV.  An air compressor, associated spares and gas collator are required for UCAV ROTAX engine. The air compressor will be utilized for fuel tank pressurization to undertake altitude performance testing of ROTAX as well as for manufacturing purposes. The Gas collator will filter out any moisture/ sediments from the fuel mixture thereby preventing engine damage during testing and operation. Moreover, Taisync datalink, Pixhawk flight controller, RF connectors and other electronics are required for development of the AV test bench	\N	\N	\N	45	607,602,601	0	0	0	\N
246	\N	\N	\N	\N	\N	\N	47	646	0	0	0	\N
247	\N	\N	\N	\N	\N	\N	47	645	0	0	0	\N
248	\N	\N	\N	\N	\N	\N	47	644	0	0	0	\N
249	\N	\N	\N	\N	\N	\N	47	643	0	0	0	\N
250	\N	\N	UCAV. Epoxy resins and gelcoat are necessary raw material required for manufacturing of different airframe components. Carring case & Landing pads are required for safe handling of Avionics test bench. Digital Servos, Engine starter, Landing gears, propeller, Pixhawk with GPS, QC frame, wires and other necessary parts are required for in-house development of avionics test bench. In addition, spools of filament are required for printing s-duct for avionics box. Megaphone is required at field trials. Welding work on compressor, socket, thimbles, pipes and starter battery are required for in-house fabrication of ROTAX test bench	\N	\N	\N	48	649	0	0	0	\N
261	\N	\N	Repair work on ELINT as well as provision of proper earthing so that system can operate safely for prolonged durations	\N	\N	\N	61	679,685	0	0	0	\N
256	\N	\N	For movement of teams for ELINT project	\N	\N	100000	58	663	0	0	0	2022-01-18
254	\N	\N	For movement of teams for ELINT project	\N	\N	100000	58	662	0	0	0	2022-01-18
264	\N	\N	replacement and modification of PAP-104's camera project	\N	\N	\N	34	689	0	0	0	\N
257	\N	\N	project UCAV in this regard Scaled patterns for UCAV are required to evaluate material testing and manufacturing tolerances. Detailed justification of scaled patterns is placed at Encl. 56A (F/AX). Carbon fiber, spars are also required for material testing whereas aluminum T-connector, servo horn, mount and ball link are components required for testing of control systems assembly. Locking of engine shaft with propeller requires engine woodruff keys to be utilized. Moreover, different lubrication oil will be used as consumables in different components of Hardford and cutting oil to be used for better surface finish and to improve life of cutting tool gears. Lubrication and hydraulic oil are also required to reduce the friction of slider axis and 4 th axis whereas coolant oil to be used for spindle. Placement of Air Compressor is necessary for cleaning of machined material and automatic tool changing and for this purpose necessary civil and plumbing works are required in machine shop	\N	\N	\N	56	666,672	0	0	0	\N
258	\N	\N	project RAVEN II. IMU Motus sensor is required for highly accurate movement and position readings in the development of GSP test bench. High torque servo motors are also needed for the fabrication of test bench. 3D Filament PLA will be utilized for rapid prototyping of component boxes. A magnetic drill is required to achieve drilling on metal plates. Plastic storage box is essential for storing lathe tools. Lamp is needed to enhance visibility while working on lathe machine. Steel racks will serve storage purpose. A dedicated desktop machine and laptop are required to undertake project documentation work. An industrial PC is required to be installed onboard ship for controlling test bench. Another Ryzen 5 PC is needed for running simulations and 3D CAD modelling for full scale GSP. Detail justification for requirement of PCs is placed at Encl. 13A (F/J). HP Laser Jet printer is required for printing minutes, purchase cases and project documents. Furthermore, cut off machine will be utilized for test bench pipe cutting for full scale GSP. SS & MS slab are the necessary raw material required for test samples of CNC Mill. Wire & connectors to be used as wiring harness for avionics system. Electric Arc Plant along with welding accessories are required to operate welding plant for GSP. Torque tube and horn are required for torque transfer between stepper and GSP platform. Moreover, necessary lab renovation work to be undertaken	\N	\N	\N	13	573,668,673,674	35329326.75	6750000	2250000	\N
265	\N	\N	\N	\N	\N	\N	5	690	0	0	0	\N
266	\N	\N	For movement of teams to project site	\N	\N	100000	65	692	0	0	0	2022-02-22
252	\N	\N	conduct of research and development activities at RDS Lab at R&D Wing NRDI. Due to shortage of space at RDS lab  difficulties are being faced to accommodate existing project items as weel as new HR and upcoming project items. In this regard, competent authorities were approached through proper channel to resolve issues regarding shortage of space. However, despite of many efforts suitable required space has not been made available. The Porta Cabin of size 20’ x 8’ x 8’ from project funds. The Porta Cabin will be placed at the backside of RDSL lab	\N	\N	\N	31	659	0	0	0	\N
267	\N	\N	recovery/repair of modules replaced with spares from PN inventory, replacemented of worn out Radar Aborbing material and replacement of unreliable hardware of Main and Auxilliary PCs with new ones	\N	\N	\N	70	693,694,695	0	0	0	\N
269	\N	\N	ROV project related activities	\N	\N	\N	39	697	0	0	0	\N
271	\N	\N	For movement of teams to project site and their dining/refreshments	\N	\N	100000	67	699	0	0	0	2022-02-23
272	\N	\N	For dining of project team working on site	\N	\N	100000	67	700	0	0	0	2022-02-23
268	\N	\N	construction of motion performance test tank of ''Subsea Vehicle Development Testing Facility Project''	Furthermore, it is aprised that M/s WAHEED & SONS was engaged to kick-start  construction work of Test Tank. Approval of the same (alongwith phase wise construction plan) is placed at Encl 4-A/H (F/C). Due to various factors including escalation of prices of construction material over the period from July 2021 to January 2022 and delay in issuance of Work Order-2 for the ROV project, the overall cost has increased. In this regard, a presentation was deliverd to DG NRDI on 18 February 2022 in which the revised cost of construction along with modified timeline was presented copy of the same is enclosed at Encl 5-A/E (F/C). Furthermore, additional details in this regard are enclosed at Encl 2-A/W (F/F).	The expenses mentioned at Sr.No 2 (a) at Min 6/N is in-line with approved Hardware Purchase Order (HPO) is placed at Encl 3-A/B (F/E). Para 5/N of HPO is relevant in this regard.	\N	39	696	15412843	2100000	0	\N
292	\N	\N	overhauling of the system	\N	\N	14900000	5	739,740,741	3511517	537500	300000	\N
284	\N	\N	\N	\N	\N	\N	17	727	0	0	0	\N
280	\N	\N	For refreshment of teams at project site	\N	\N	100000	78	724	0	0	0	2022-03-11
281	\N	\N	\N	\N	\N	\N	8	712	0	0	0	\N
273	\N	\N	developing a small scale prototype for testing the propulsion system architechture, control methodology and itegration of sensor suite that will be applicable in the full scale prototype of ROV. The ROV prototype will also be used for the ongoing practice/ rehersal for detection and recovery of any sunken object at a depth of 125 meter range. Items mentioned below are essentially required for meeting the said purpose	\N	\N	\N	11	704	15412843	2100000	0	\N
283	\N	\N	shore based power supply for inhouse performance testing of ROV thrusters	\N	\N	\N	19	726	0	0	0	\N
