1	Purchase Case	2022-04-28 11:53:29	2022-04-01 00:00:00	687	Category of purchase case item#2 to be changed from 'Misc' to 'Equipment'.	Fulfilled	200000	2022-04-28	1	200000	\N
2	Salary Order	2022-04-28 12:09:00	2022-04-25 00:00:00	1832	Salary Head in the requisition is incorrect and needs to be changed from ROV to ROV-II	Fulfilled	350000	2022-04-28	1	800000	\N
3	Salary Order	2022-04-28 12:13:20	2022-04-08 00:00:00	1764	Incorrect project was entered in contractand same was repeated in the requisition. The contract is to be changed from NIU to NIU-HS	Fulfilled	200000	2022-04-28	1	200000	\N
4	Salary Order	2022-04-21 12:14:08	2022-04-08 00:00:00	1765	Incorrect project was entered in contractand same was repeated in the requisition. The contract is to be changed from NIU to NIU-HS	Fulfilled	200000	2022-04-28	1	200000	\N
5	Purchase Case	2022-04-28 14:18:49	2022-04-27 00:00:00	776	Quoted item prices need to be corrected	Fulfilled	300000	2022-04-28	1	300000	\N
6	Salary Order	2022-05-09 08:42:40	2022-05-09 00:00:00	1905	To change head from MC to VFD	Fulfilled	350000	2022-05-09	1	800000	\N
7	Purchase Case	2022-05-11 20:08:44	2022-05-13 00:00:00	733	To change head from HSTD to MC	Fulfilled	350000	2022-05-11	1	350000	\N
8	Purchase Case	2022-05-11 20:10:18	2022-05-13 00:00:00	734	To change head from HSTD to MC	Fulfilled	350000	2022-05-11	1	350000	\N
9	Purchase Case	2022-05-24 17:16:51	2022-05-24 17:25:30	700	The items were included in purchase case 699 and this purchase case was not sent to MTSS. It needs to be cancelled.	Fulfilled	200000	2022-05-24	1	200000	\N
10	Contract	2022-06-01 16:12:06.501	2022-05-27 16:28:45	205	Incorrect contract renewal.	Fulfilled	350000	2022-05-27	2	820000	\N
22	Purchase Case	2022-06-08 15:30:43	2022-06-08 15:50:31	593	In HSTD available balance is insufficient to process complete payment of purchase case 593	Fulfilled	350000	2022-06-08	1	350000	\N
23	Purchase Case	2022-06-06 08:37:54	2022-06-07 11:08:01	813	There is a typo in the terms and condition section: dates should be 19, 20, 23, 24, 25 and 26 May	Fulfilled	200000	2022-06-06	1	200000	\N
17	Contract	2022-06-01 16:12:21.833	2022-06-21 16:00:14	374	Typographical error.	Cancelled	350000	2022-06-01	2	820000	\N
16	Contract	2022-06-01 16:12:20.369	2022-06-21 16:00:22	364	Incorrect contract renewal.	Cancelled	350000	2022-06-01	2	820000	\N
37	Contract	2022-06-16 14:02:41	2022-06-21 16:12:09	210	Contract updated via end date instead of closure date field	Fulfilled	350000	2022-06-16	2	820000	\N
13	Contract	2022-06-01 16:12:12.428	2022-06-21 16:00:56	227	Incorrect contract renewal.	Cancelled	350000	2022-06-01	2	820000	\N
12	Contract	2022-06-01 16:12:10.233	2022-06-21 16:01:07	210	Incorrect contract renewal.	Cancelled	350000	2022-06-01	2	820000	\N
38	Contract	2022-06-16 14:06:09	2022-06-21 16:14:23	227	Contract updated via end date instead of closure date field	Fulfilled	350000	2022-06-16	2	820000	\N
39	Contract	2022-06-16 14:13:39	2022-06-21 16:15:23	285	Contract updated via end date instead of closure date field	Fulfilled	350000	2022-06-16	2	820000	\N
14	Contract	2022-06-01 16:12:15.085	2022-06-21 16:16:17	259	Contract updated via end date instead of closure date field	Fulfilled	300000	2022-06-01	2	820000	\N
40	Salary Order	2022-06-22 10:23:59	2022-06-23 12:00:46.252	1969	Incorrect salary is entered in contract. Salary needs to be regenerated after correction in record.	Fulfilled	350000	2022-06-22	1	800000	\N
47	Contract	2022-07-27 12:48:40	2022-07-27 14:22:06	241	Div requested to make the change afte revising attendance record	Fulfilled	350000	2022-07-27	2	820000	\N
11	Contract	2022-06-01 16:12:03	2022-06-21 15:58:44	194	Incorrect contract renewal.	Cancelled	350000	2022-06-01	2	820000	\N
15	Contract	2022-06-01 16:12:18.274	2022-06-21 16:03:58	285	Incorrect contract renewal.	Cancelled	350000	2022-06-01	2	820000	\N
32	Contract	2022-06-16 12:10:49	2022-06-21 16:04:06	259	Previously contract updated via end date instead of closure date entry	Cancelled	300000	2022-06-16	2	820000	\N
34	Contract	2022-06-16 13:44:00	2022-06-21 16:08:17	364	For settlement of approved contract	Fulfilled	350000	2022-06-16	2	820000	\N
35	Contract	2022-06-16 13:48:59	2022-06-21 16:09:12	221	For settlement of approved contracts	Fulfilled	350000	2022-06-16	2	820000	\N
36	Contract	2022-06-16 13:54:33	2022-06-21 16:10:23	194	Contract updated via end date field instead of closure date field	Fulfilled	350000	2022-06-16	2	820000	\N
44	Purchase Case	2022-07-26 13:28:42	2022-06-27 17:01:12	843	Company Name update in Quotation	Fulfilled	300000	2022-07-26	1	300000	\N
54	Salary Order	2022-08-04 11:51:27	2022-08-05 11:33:40.06	2065	Resignation on 6th July 22	Fulfilled	350000	2022-08-04	1	350000	\N
53	Salary Order	2022-08-04 11:50:09	2022-08-05 11:33:18.221	2058	Resignation on 6th July 2022	Fulfilled	350000	2022-08-04	1	350000	\N
57	Funding	2022-08-17 14:47:14	2022-08-22 14:59:43	83	Project milestone payment has been corrected to reconcile with the data shared by M/s MTSS.	Fulfilled	200000	2022-08-17	2	800000	NIU-HZ
51	Salary Order	2022-08-04 11:43:44	2022-08-15 14:40:18	838	Resignation 6th July 2022	Cancelled	350000	2022-08-04	1	350000	\N
50	Salary Order	2022-08-04 11:34:04	2022-08-15 14:40:28	838	resignation on 6th July 2022	Cancelled	350000	2022-08-04	1	350000	\N
49	Salary Order	2022-08-04 11:44:06	2022-08-15 14:40:36	1040	Resigned on 6th July 2022	Cancelled	350000	2022-08-04	1	350000	\N
58	Allocation	2022-08-18 14:30:02	2022-08-22 15:00:10	23	Total allocation of the project is amended to reconcile with the data shared by MTSS.	Fulfilled	200000	2022-08-18	2	800000	MET
59	Allocation	2022-08-18 14:38:09	2022-08-22 15:00:36	4	Total allocation/ NRDI committed amount is amended to reconcile with MTSS data.	Fulfilled	200000	2022-08-18	2	800000	CDS
60	Allocation	2022-08-19 10:32:20	2022-08-22 15:01:02	11	Total allocated amount/ NRDI committed amount has been amended to reconcile with MTSS data.	Fulfilled	200000	2022-08-19	2	800000	NIU-HS
25	Payment	2022-06-15 09:29:07	2022-06-16 15:37:35	2660	GST was not included in calculation	Fulfilled	350000	2022-06-15	3	800000	\N
63	Allocation	2022-08-19 10:48:28	2022-09-26 09:29:20	16	Total allocated amount has been amended to reconcile with MTSS data.	Cancelled	350000	2022-08-19	2	800000	RUL
55	Purchase Case	2022-08-15 14:45:58	2022-08-22 11:16:35	674	GST calculated by the system on total amount is incorrect. Correct 13% SRB on total amount is Rs. 29,372/-	Fulfilled	350000	2022-08-15	1	350000	\N
61	Allocation	2022-08-19 10:34:49	2022-08-22 15:01:24	5	Total allocated amount/ NRDI committed amount has been amended to reconcile with MTSS data.	Fulfilled	200000	2022-08-19	2	800000	NIU-HZ
65	Allocation	2022-08-22 09:21:30	2022-08-25 11:24:20	16	total allocated amount has been amended to reconcile with MTSS data.	Fulfilled	350000	2022-08-22	2	800000	RUL
69	Purchase Case	2022-08-23 12:55:32	2022-08-25 11:26:12	863	GST calculated by the system is not correct.	Fulfilled	350000	2022-08-23	1	350000	\N
67	Funding	2022-08-22 10:15:22	2022-08-25 11:26:42	4	NRDI committed amount has been amended to reconcile with MTSS data.	Fulfilled	200000	2022-08-22	2	800000	DVBS
68	Funding	2022-08-22 10:16:52	2022-08-25 11:26:57	6	NRDI committed amount has been amended to reconcile with MTSS data.	Fulfilled	200000	2022-08-22	2	800000	DVBS
66	Funding	2022-08-22 10:13:51	2022-08-25 11:27:08	2	NRDI committed amount has been amended to reconcile with MTSS data.	Fulfilled	200000	2022-08-22	2	800000	DVBS
70	Purchase Case	2022-08-26 14:11:34	2022-08-30 09:35:31	706	GST Amount calculated by the system is wrong.	Fulfilled	350000	2022-08-26	1	350000	\N
33	Contract	2022-06-16 12:49:05	2022-06-21 16:04:57	374	Removal was necessary for the proper working of other contracts	Fulfilled	350000	2022-06-16	3	820000	\N
27	Payment	2022-06-15 10:29:25	2022-06-16 15:38:03	2661	GST was not included in final payment	Fulfilled	350000	2022-06-15	3	800000	\N
28	Payment	2022-06-15 10:30:54	2022-06-16 15:38:39	2662	GST was not included in final payment	Fulfilled	350000	2022-06-15	3	800000	\N
29	Payment	2022-06-15 10:31:54	2022-06-16 15:38:59	2663	GST was not included in final payment	Fulfilled	350000	2022-06-15	3	800000	\N
31	Payment	2022-06-15 14:15:32	2022-06-16 15:39:12	2665	out of two invoices, payment against one invoice was not entered.	Fulfilled	200000	2022-06-15	3	800000	\N
64	Payment	2022-08-19 10:53:42	2022-08-22 11:17:29	2587	Expenditure against Purchase Case 706 is to be amended as PKR 326,391, in order to reconcile with data shared by MTSS.	Fulfilled	350000	2022-08-19	3	800000	\N
62	Payment	2022-08-19 10:39:53	2022-08-22 15:01:51	2419	Amount is to be amended as PKR 47,212 instead of PKR 47,121 in order to reconcile with MTSS expenditure.	Fulfilled	200000	2022-08-19	3	800000	\N
71	Contract	2022-09-02 12:34:02	2022-09-02 03:48:28	407	As project head was inappropriately selected	Fulfilled	350000	2022-09-02	2	820000	\N
72	Purchase Case	2022-09-07 12:56:23	2022-09-09 09:48:06	742	GST is incorrect	Fulfilled	350000	2022-09-07	2	350000	\N
74	Purchase Case	2022-09-12 11:42:53	2022-09-15 10:01:49	693	Terms were different in the quotation	Fulfilled	200000	2022-09-12	2	200000	\N
73	Contract	2022-09-09 14:34:44	2022-09-20 11:33:53	408	Reviewed value entry in RDWIS	Fulfilled	350000	2022-09-09	2	820000	\N
75	Purchase Case	2022-09-15 12:44:34	2022-09-20 11:34:44	837	Amount adjustment	Fulfilled	350000	2022-09-15	1	350000	\N
85	Purchase Case	2022-09-23 10:14:45	2022-09-23 15:37:10	464	GST correction	Cancelled	350000	2022-09-23	2	350000	\N
84	Purchase Case	2022-09-23 09:32:31	2022-09-23 15:37:17	458	GST correction	Cancelled	350000	2022-09-23	2	350000	\N
80	Purchase Case	2022-09-22 11:36:56	2022-09-22 13:57:52	574	GST correction	Fulfilled	350000	2022-09-22	2	350000	\N
79	Purchase Case	2022-09-22 11:34:10	2022-09-22 13:59:07	666	13% sindh sales tax added instead of GST	Fulfilled	350000	2022-09-22	2	350000	\N
78	Purchase Case	2022-09-22 11:30:53	2022-09-22 13:59:37	602	GST correction	Fulfilled	350000	2022-09-22	2	350000	\N
77	Funding	2022-09-21 13:48:41	2022-09-22 14:00:29	90	Reconciliation with MTSS	Fulfilled	350000	2022-09-21	2	350000	RAV-I
83	Purchase Case	2022-09-23 09:31:44	2022-09-23 15:37:23	465	GST correcion	Cancelled	350000	2022-09-23	2	350000	\N
82	Purchase Case	2022-09-23 09:30:28	2022-09-23 15:37:27	428	GST correction	Cancelled	350000	2022-09-23	2	350000	\N
81	Purchase Case	2022-09-23 09:29:13	2022-09-23 15:37:31	333	GST correction	Cancelled	350000	2022-09-23	2	350000	\N
86	Purchase Case	2022-10-17 09:34:16	2022-10-20 12:35:07	745	GST calculated by the system is incorrect	Fulfilled	350000	2022-10-17	2	350000	\N
88	Contract	2022-10-26 09:58:40	2022-10-26 14:06:04	429	Changes are requested after considering the date of joining	Fulfilled	300000	2022-10-26	2	300000	\N
87	Contract	2022-10-26 09:56:52	2022-10-26 14:06:32	428	Changes are requested after considering the date of joining	Fulfilled	300000	2022-10-26	2	300000	\N
90	Employee	2022-10-28 09:19:31	2022-10-28 15:27:02	14-22-09-6968	After reviewing the date of joining	Fulfilled	300000	2022-10-28	2	300000	\N
92	Employee	2022-10-28 09:26:13	2022-10-28 15:27:25	14-22-09-4823	After reviewing the date of joining	Fulfilled	300000	2022-10-28	2	300000	\N
96	Salary Order	2022-12-01 14:21:39	2022-12-05 09:28:25	2443	As informed by M/s MTSS, funds are not available in DVBS project for provision of salary.	Fulfilled	840000	2022-12-01	1	800000	\N
95	Purchase Case	2022-11-24 12:40:26	2022-11-25 09:01:18	986	60% and 10% phases combined because Contractor transported material and work is in progress at SVDC construction site.	Fulfilled	300000	2022-11-24	2	300000	\N
94	Purchase Case	2022-11-24 12:38:18	2022-11-25 09:01:36	1012	60% and 10% phases combined because Contractor transported material and work is in progress at SVDC construction site.	Fulfilled	300000	2022-11-24	2	300000	\N
97	Purchase Case	2022-12-07 10:16:07	2022-12-08 12:06:03	1036	Actual air fare (Rs. 35,180/- per person) was less than the approximate approved amount (Rs. 37,980/-). Copy of air tickets are attached.	Fulfilled	350000	2022-12-07	1	350000	\N
108	Purchase Case	2023-02-24 09:56:54.975	2023-02-24 12:28:18.635	1100	The purchase order will be cancelled and salary will be paid through salary order.	Fulfilled	840000	2023-02-24	1	840000	\N
106	Contract	2022-12-30 10:12:40	2023-04-14 13:14:59.556	383	Selection of Project Head by Finance Department for Personnel providing Central Services	Fulfilled	800000	2022-12-30	2	820000	\N
111	Purchase Case	2023-03-07 13:27:37.137	2023-03-09 14:38:15.203	1101	Government has increased GST from 17% to 18%	Fulfilled	350000	2023-03-07	2	350000	\N
109	Purchase Case	2023-03-02 12:56:49.758	2023-03-07 10:39:47.696	1102	Government has increased gst from 17% to 18%	Fulfilled	350000	2023-03-02	2	350000	\N
110	Purchase Case	2023-03-06 10:33:18.869	2023-03-09 14:37:46.41	1103	Changes in terms and conditions	Fulfilled	300000	2023-03-06	2	300000	\N
135	Salary Order	2023-03-24 08:48:45.414	2023-03-27 10:46:18.708	2759	Salary of individual is currently being deducted from project HR instead of CSRF HR.Salary is being reverted to make necessary amendments for deduction from CSRF HR.	Fulfilled	840000	2023-03-24	1	800000	\N
113	Purchase Case	2023-03-14 11:13:54.068	2023-03-15 09:04:43.867	1106	Increase in GST	Fulfilled	300000	2023-03-14	2	300000	\N
93	Contract	\N	2023-05-29 10:36:32.504	431	The contract end date is correct	Cancelled	840000	2023-04-14	2	820000	\N
114	Purchase Case	2023-03-16 09:59:13.058	2023-03-27 13:03:55.616	1047	GST has been increased to 18%	Fulfilled	350000	2023-03-16	2	350000	\N
136	Purchase Case	2023-03-28 08:54:49.483	2023-03-29 13:10:10.638	1083	GST increased from 17% to 18%	Fulfilled	350000	2023-03-28	2	350000	\N
112	Payment	2023-03-13 12:04:22.3	2023-03-20 14:48:03.129	3745	The case is being reverted to exclude GST information of expenditure against case ID 1093 which is automatically calculated by software. Memo has been forwarded to Manager IS dated 10 Feb 23 for calculation of project expenses without GST.	Fulfilled	200000	2023-03-13	1	800000	\N
117	Salary Order	2023-03-20 14:50:18.271	2023-03-21 13:04:51.026	2699	Salary of individual is currently being deducted from project HR instead of CSRF HR.Salary is being reverted to make necessary amendments for deduction from CSRF HR.	Fulfilled	840000	2023-03-20	1	800000	\N
118	Salary Order	2023-03-20 14:54:25.752	2023-03-21 13:05:05.532	2759	Salary of individual is currently being deducted from project HR instead of CSRF HR.Salary is being reverted to make necessary amendments for deduction from CSRF HR.	Fulfilled	840000	2023-03-20	1	800000	\N
119	Account	2023-03-20 14:58:16.314	2023-03-21 13:05:19.103	200012	As informed by MTSS, the project expenditures will be made without GST. Therefore reversal is being processed in RDWIS to change status from with GST to without GST.	Fulfilled	200000	2023-03-20	2	800000	DADSS
139	Payment	2023-04-06 11:13:52.485	2023-04-07 12:30:54.721	3370	Payment to be made from Misc head. Currently showing in Equipment head.	Fulfilled	350000	2023-04-06	1	800000	\N
133	Allocation	2023-03-22 10:27:09.671	2023-03-27 10:46:02.671	27	METLP Order No. 100 is being merged with METLP Order No. 79 as desired by PI.	Fulfilled	200000	2023-03-22	2	800000	METLP
134	Salary Order	2023-03-24 08:47:35.198	2023-03-27 10:46:12.274	2699	Salary of individual is currently being deducted from project HR instead of CSRF HR.Salary is being reverted to make necessary amendments for deduction from CSRF HR.	Fulfilled	840000	2023-03-24	1	800000	\N
180	Allocation	2023-08-28 10:46:59.956	2023-09-08 21:46:06.12	17	To make the account subheads zero	Cancelled	200000	2023-08-28	2	200000	ELINT-II
140	Allocation	2023-04-26 11:25:01.788	2023-04-27 09:24:31.218	26	Additional approved amount of PKR 18,920,000/- to be added in existing project fund, as confirmed by PI.	Fulfilled	350000	2023-04-26	2	800000	RAV-I
141	Payment	2023-05-09 09:45:09.908	2023-05-11 08:52:00.119	3765	GST of case has been included in expenditure as SRB by MTSS, hence GST to be included in total amount.	Fulfilled	350000	2023-05-09	1	800000	\N
144	Payment	2023-05-12 09:10:09.466	2023-05-16 13:22:54.06	3974	Case needs to be financially opened in software since final payment is pending.	Fulfilled	300000	2023-05-12	1	800000	\N
156	Funding	\N	2023-05-29 10:39:40.964	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
155	Funding	\N	2023-05-29 10:39:41.87	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
145	Contract	2023-05-19 09:03:15.653	2023-05-23 12:38:18.249	376	Due to the revised data entry policy in RDWIS for CSRF employees	Fulfilled	840000	2023-05-19	2	820000	\N
146	Contract	2023-05-19 09:04:42.717	2023-05-23 12:38:32.009	375	Due to the revised data entry policy in RDWIS for CSRF employees	Fulfilled	880000	2023-05-19	2	820000	\N
154	Funding	\N	2023-05-29 10:39:42.776	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
153	Funding	\N	2023-05-29 10:39:43.698	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
161	Funding	2023-05-23 14:59:14.533	2023-05-25 12:38:14.064	112	Funds against M4 have been added twice in software. Data removal case is being generated for removal of redundant entry.	Fulfilled	350000	2023-05-23	3	800000	SUR
163	Payment	2023-05-24 14:25:57.326	2023-05-29 10:01:41.82	3965	Expenditure does not reconcile with fund status recived from MTSS.Case is being reverted to adjust the amount iaw MTSS data.	Fulfilled	200000	2023-05-24	1	800000	\N
152	Funding	\N	2023-05-29 10:39:44.557	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
24	Payment	\N	2023-05-29 10:33:43.407	2660	\N	Cancelled	350000	2023-05-29	3	800000	\N
162	Payment	\N	2023-05-29 10:39:35.684	3965	\N	Cancelled	200000	2023-05-24	1	800000	\N
160	Funding	\N	2023-05-29 10:39:36.965	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
159	Funding	\N	2023-05-29 10:39:37.887	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
158	Funding	\N	2023-05-29 10:39:39.09	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
157	Funding	\N	2023-05-29 10:39:40.011	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
151	Funding	\N	2023-05-29 10:39:45.416	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
150	Funding	\N	2023-05-29 10:39:46.278	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
149	Funding	\N	2023-05-29 10:39:47.184	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
148	Funding	\N	2023-05-29 10:39:49.106	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
147	Funding	\N	2023-05-29 10:39:50.043	112	\N	Cancelled	350000	2023-05-23	3	800000	SUR
143	Payment	\N	2023-05-29 10:36:20.053	3974	\N	Cancelled	300000	2023-05-11	1	800000	\N
142	Commitment	\N	2023-05-29 10:36:26.911	3311	\N	Cancelled	300000	2023-05-11	1	800000	\N
138	Commitment	\N	2023-05-29 10:36:30.785	3230	\N	Cancelled	350000	2023-05-11	1	800000	\N
137	Payment	\N	2023-05-29 10:36:33.629	3370	\N	Cancelled	350000	2023-04-07	1	800000	\N
116	Account	2023-03-20 14:30:27.528	2023-05-29 10:36:34.831	200012	its informed by MTSS,The project expenditures will be made without GST.Therefore reversed is being processed in RDWIS to charge status from 'with GST' to 'without GST'.	Cancelled	200000	2023-03-20	2	800000	DADSS
105	Purchase Case	\N	2023-05-29 10:36:36.019	1016	\N	Cancelled	350000	2023-03-20	1	350000	\N
115	Purchase Case	2023-03-16 10:04:04.375	2023-05-29 10:36:36.956	1048	GST has been increased to 18%	Cancelled	350000	2023-03-16	2	350000	\N
99	Purchase Case	\N	2023-05-29 10:36:37.955	105	Missing items	Cancelled	300000	2023-03-15	1	300000	\N
107	Contract	2022-12-30 10:15:00	2023-05-29 10:36:38.924	375	Selection of Project Head by Finance Department for Personnel providing Central Services	Cancelled	880000	2022-12-30	2	820000	\N
98	Purchase Case	\N	2023-05-29 10:36:40.033	105	Missing	Cancelled	300000	2022-12-09	2	300000	\N
46	Purchase Case	\N	2023-05-29 10:36:41.22	843	\N	Cancelled	300000	2022-12-09	1	300000	\N
104	Purchase Case	2022-12-07 09:06:24	2023-05-29 10:36:42.548	130	Missing items	Cancelled	300000	2022-12-07	1	300000	\N
45	Purchase Case	\N	2023-05-29 10:36:43.626	843	\N	Cancelled	300000	2022-12-07	1	300000	\N
103	Purchase Case	2022-12-06 15:52:23	2023-05-29 10:36:44.86	357	Missing items	Cancelled	300000	2022-12-06	1	300000	\N
102	Purchase Case	2022-12-06 15:51:07	2023-05-29 10:36:46.376	356	Missing items	Cancelled	300000	2022-12-06	1	300000	\N
101	Purchase Case	2022-12-06 15:40:21	2023-05-29 10:36:47.656	286	Missing items	Cancelled	300000	2022-12-06	1	300000	\N
100	Purchase Case	2022-12-06 15:34:50	2023-05-29 10:36:48.953	105	Missing items	Cancelled	300000	2022-12-06	1	300000	\N
89	Contract	\N	2023-05-29 10:36:50.25	429	\N	Cancelled	300000	2022-11-28	2	300000	\N
30	Payment	\N	2023-05-29 10:36:51.531	2665	due to one invoice missing uploded it now	Cancelled	200000	2022-11-28	3	800000	\N
26	Payment	\N	2023-05-29 10:36:52.64	2661	\N	Cancelled	350000	2022-11-28	3	800000	\N
91	Employee	2022-10-28 09:21:00	2023-05-29 10:36:53.858	14-22-09-4823	After reviewing the date of joining	Cancelled	300000	2022-10-28	2	300000	\N
